embedding_layer,transformer_layer_0,transformer_layer_1,transformer_layer_2,transformer_layer_3,transformer_layer_4,transformer_layer_5,transformer_layer_6,transformer_layer_7,transformer_layer_8,transformer_layer_9,transformer_layer_10,transformer_layer_11,FC_layer
0.000919342041015625,0.3447995185852051,0.003546476364135742,0.004323005676269531,0.004849672317504883,0.004347085952758789,0.004599809646606445,0.004596710205078125,0.004814624786376953,0.0045354366302490234,0.004669666290283203,0.0049479007720947266,0.0043981075286865234,0.0003941059112548828
0.0002639293670654297,0.0015411376953125,0.003386259078979492,0.0034797191619873047,0.0035212039947509766,0.003473043441772461,0.0034749507904052734,0.003468751907348633,0.003461599349975586,0.0034677982330322266,0.0034885406494140625,0.0035619735717773438,0.003566741943359375,0.00016736984252929688
0.00021004676818847656,0.0022008419036865234,0.005480527877807617,0.005391597747802734,0.005397796630859375,0.005415439605712891,0.005900144577026367,0.005660057067871094,0.005382537841796875,0.005404949188232422,0.0053937435150146484,0.005438327789306641,0.005373716354370117,0.00019884109497070312
0.00021505355834960938,0.001447916030883789,0.0032837390899658203,0.0032608509063720703,0.0032753944396972656,0.003263711929321289,0.0032629966735839844,0.0029916763305664062,0.003218412399291992,0.003229379653930664,0.0032351016998291016,0.003229379653930664,0.003244161605834961,0.0001609325408935547
0.00020694732666015625,0.0023937225341796875,0.0058743953704833984,0.00861048698425293,0.004926204681396484,0.0054759979248046875,0.0058176517486572266,0.005777120590209961,0.0057468414306640625,0.0057561397552490234,0.006293058395385742,0.006000518798828125,0.005802631378173828,0.00017309188842773438
0.00023651123046875,0.0014116764068603516,0.003139972686767578,0.002905130386352539,0.003118276596069336,0.003148794174194336,0.0030994415283203125,0.003095865249633789,0.0030908584594726562,0.0030999183654785156,0.003090381622314453,0.0030808448791503906,0.0030961036682128906,0.00019431114196777344
0.00021576881408691406,0.0020787715911865234,0.004960298538208008,0.004956483840942383,0.004925966262817383,0.004895448684692383,0.004899024963378906,0.004901409149169922,0.004891157150268555,0.004902362823486328,0.004906654357910156,0.004908323287963867,0.00488591194152832,0.00016117095947265625
0.00020956993103027344,0.002794504165649414,0.007661104202270508,0.007620334625244141,0.007563591003417969,0.007590055465698242,0.007571697235107422,0.007594585418701172,0.007578611373901367,0.007874011993408203,0.006999015808105469,0.00757145881652832,0.007937192916870117,0.00017261505126953125
0.0002391338348388672,0.0014235973358154297,0.003019571304321289,0.0030291080474853516,0.0030231475830078125,0.003014802932739258,0.003022432327270508,0.002969503402709961,0.0026350021362304688,0.0029904842376708984,0.0029752254486083984,0.002984285354614258,0.0029871463775634766,0.00017070770263671875
0.0002086162567138672,0.0016906261444091797,0.004253387451171875,0.004233837127685547,0.0042188167572021484,0.004202365875244141,0.004179477691650391,0.004175662994384766,0.004187822341918945,0.004183769226074219,0.004204988479614258,0.004234790802001953,0.004223823547363281,0.00015997886657714844
0.0002148151397705078,0.0028502941131591797,0.007806062698364258,0.007763385772705078,0.007564067840576172,0.007612705230712891,0.007633209228515625,0.0076410770416259766,0.007673740386962891,0.007645368576049805,0.007678508758544922,0.007983922958374023,0.007648944854736328,0.0001518726348876953
0.00023221969604492188,0.0033986568450927734,0.009607553482055664,0.009839773178100586,0.009750843048095703,0.00974273681640625,0.010203838348388672,0.009971380233764648,0.009688615798950195,0.010185718536376953,0.009499788284301758,0.010181427001953125,0.009487390518188477,0.0004553794860839844
0.00023746490478515625,0.002584218978881836,0.007993936538696289,0.007983922958374023,0.00797414779663086,0.007987260818481445,0.007974863052368164,0.007985830307006836,0.007991552352905273,0.008022069931030273,0.00806879997253418,0.0078277587890625,0.008074522018432617,0.0001678466796875
0.00021409988403320312,0.0025987625122070312,0.00803995132446289,0.008024454116821289,0.007891654968261719,0.007907629013061523,0.007947683334350586,0.00796651840209961,0.007969856262207031,0.007973670959472656,0.008229970932006836,0.007763385772705078,0.007966756820678711,0.00019311904907226562
0.00023412704467773438,0.004060268402099609,0.012090206146240234,0.01190185546875,0.011911869049072266,0.012151002883911133,0.012136220932006836,0.012155294418334961,0.012151479721069336,0.012159347534179688,0.012131452560424805,0.012197017669677734,0.01221466064453125,0.00015211105346679688
0.00021719932556152344,0.0022110939025878906,0.006470203399658203,0.006371021270751953,0.006368160247802734,0.0063724517822265625,0.006397724151611328,0.006407499313354492,0.006411075592041016,0.006410837173461914,0.006411314010620117,0.009010791778564453,0.006146430969238281,0.00018835067749023438
0.0002429485321044922,0.002081632614135742,0.0057125091552734375,0.005720615386962891,0.005712032318115234,0.005713939666748047,0.005680084228515625,0.0056803226470947266,0.005692243576049805,0.005799293518066406,0.005788087844848633,0.00580596923828125,0.005793094635009766,0.00016021728515625
0.00020885467529296875,0.002530813217163086,0.007451772689819336,0.007308483123779297,0.0073201656341552734,0.007391929626464844,0.007485151290893555,0.007467985153198242,0.007468461990356445,0.007464885711669922,0.007479190826416016,0.007453203201293945,0.007464885711669922,0.0001513957977294922
0.00020766258239746094,0.003032207489013672,0.009140491485595703,0.009020805358886719,0.008988618850708008,0.009009599685668945,0.009042024612426758,0.009052276611328125,0.009052753448486328,0.008727312088012695,0.009044647216796875,0.009072542190551758,0.009086132049560547,0.00015282630920410156
0.00020694732666015625,0.0020928382873535156,0.005972623825073242,0.005970954895019531,0.005957365036010742,0.00590825080871582,0.005888700485229492,0.005896806716918945,0.005887508392333984,0.005927562713623047,0.005914926528930664,0.0059185028076171875,0.005949497222900391,0.00015020370483398438
0.00021076202392578125,0.0017747879028320312,0.003317117691040039,0.003295421600341797,0.003276824951171875,0.0032629966735839844,0.003276348114013672,0.0032815933227539062,0.0032677650451660156,0.003329038619995117,0.003345966339111328,0.0033566951751708984,0.0033249855041503906,0.00017499923706054688
0.00021004676818847656,0.003061532974243164,0.009413719177246094,0.009163379669189453,0.009278535842895508,0.009252548217773438,0.009324073791503906,0.00930166244506836,0.009383678436279297,0.009420156478881836,0.009488105773925781,0.009405374526977539,0.00943136215209961,0.0001494884490966797
0.0002090930938720703,0.0020406246185302734,0.004766225814819336,0.004678249359130859,0.0046803951263427734,0.004668474197387695,0.00467681884765625,0.004726409912109375,0.0046844482421875,0.004719257354736328,0.004694461822509766,0.004759788513183594,0.004764556884765625,0.00017189979553222656
0.00020837783813476562,0.004171848297119141,0.012574434280395508,0.012416601181030273,0.012281417846679688,0.012361764907836914,0.012355566024780273,0.012338399887084961,0.012418985366821289,0.01239633560180664,0.012096405029296875,0.012324333190917969,0.012778759002685547,0.0001544952392578125
0.00021505355834960938,0.0018143653869628906,0.004929065704345703,0.004891395568847656,0.004853487014770508,0.0048406124114990234,0.004853248596191406,0.004877805709838867,0.004938840866088867,0.004961490631103516,0.0049479007720947266,0.004961967468261719,0.004946708679199219,0.00015997886657714844
0.00020837783813476562,0.0014946460723876953,0.0035619735717773438,0.003541707992553711,0.0035250186920166016,0.003495454788208008,0.003505229949951172,0.0035028457641601562,0.0035109519958496094,0.0035829544067382812,0.0035910606384277344,0.0035829544067382812,0.003579854965209961,0.00016546249389648438
0.00020599365234375,0.0030066967010498047,0.009122133255004883,0.009069442749023438,0.008627176284790039,0.008903741836547852,0.009008407592773438,0.009002923965454102,0.00896000862121582,0.008957862854003906,0.008978843688964844,0.00896763801574707,0.008979320526123047,0.00015664100646972656
0.0002090930938720703,0.0019750595092773438,0.005182981491088867,0.00535130500793457,0.005328655242919922,0.005333662033081055,0.005402326583862305,0.005454063415527344,0.005461692810058594,0.0054585933685302734,0.005469083786010742,0.0054931640625,0.0054700374603271484,0.00042057037353515625
0.0002071857452392578,0.0024576187133789062,0.007040977478027344,0.0070264339447021484,0.0068738460540771484,0.006884098052978516,0.006845712661743164,0.006864786148071289,0.006865739822387695,0.006859540939331055,0.006867885589599609,0.006860971450805664,0.006868124008178711,0.0001513957977294922
0.000213623046875,0.0015790462493896484,0.003793001174926758,0.0037834644317626953,0.0037610530853271484,0.0037238597869873047,0.003731966018676758,0.0037276744842529297,0.0037360191345214844,0.0037851333618164062,0.0038843154907226562,0.003881692886352539,0.0038797855377197266,0.00015616416931152344
0.00020647048950195312,0.0014424324035644531,0.003376007080078125,0.0033316612243652344,0.003345489501953125,0.0033278465270996094,0.00307464599609375,0.0033254623413085938,0.003312826156616211,0.0033020973205566406,0.0032956600189208984,0.003317594528198242,0.0032911300659179688,0.0001609325408935547
0.00021505355834960938,0.0016095638275146484,0.0039196014404296875,0.003904581069946289,0.003607511520385742,0.003888845443725586,0.003851652145385742,0.00384521484375,0.003849506378173828,0.0038444995880126953,0.0038449764251708984,0.0038995742797851562,0.003908872604370117,0.00016880035400390625
0.0002257823944091797,0.00298309326171875,0.008916616439819336,0.008808135986328125,0.008812189102172852,0.008817195892333984,0.008820533752441406,0.008761405944824219,0.00878596305847168,0.009107828140258789,0.008501291275024414,0.008765459060668945,0.00877833366394043,0.0001823902130126953
0.0002415180206298828,0.002483844757080078,0.006969451904296875,0.006957530975341797,0.006848335266113281,0.006865739822387695,0.006876945495605469,0.006924152374267578,0.006920576095581055,0.006898403167724609,0.006926059722900391,0.006666898727416992,0.00690913200378418,0.0001506805419921875
0.0002105236053466797,0.0013134479522705078,0.0022950172424316406,0.0023529529571533203,0.0023069381713867188,0.002308368682861328,0.002293825149536133,0.002301454544067383,0.0025641918182373047,0.002307891845703125,0.0022962093353271484,0.002297639846801758,0.002306222915649414,0.00014543533325195312
0.00020432472229003906,0.0013980865478515625,0.003178119659423828,0.003188610076904297,0.0031669139862060547,0.003168821334838867,0.0031576156616210938,0.003142118453979492,0.0031502246856689453,0.003145456314086914,0.0031430721282958984,0.0031719207763671875,0.0031232833862304688,0.00016498565673828125
0.00020837783813476562,0.0011610984802246094,0.0021359920501708984,0.002132415771484375,0.002115488052368164,0.002131223678588867,0.0021209716796875,0.002106904983520508,0.002116680145263672,0.0020983219146728516,0.002104520797729492,0.002100229263305664,0.002104043960571289,0.00014591217041015625
0.000209808349609375,0.0024352073669433594,0.006815433502197266,0.006520509719848633,0.006783485412597656,0.00678253173828125,0.006791830062866211,0.006776094436645508,0.00679469108581543,0.006778240203857422,0.00680232048034668,0.006806850433349609,0.006807565689086914,0.0001575946807861328
0.00021219253540039062,0.001590728759765625,0.0038573741912841797,0.0038373470306396484,0.003849029541015625,0.0038270950317382812,0.0038230419158935547,0.0038170814514160156,0.0038297176361083984,0.0038030147552490234,0.003810405731201172,0.0038785934448242188,0.003913164138793945,0.00016164779663085938
0.00020623207092285156,0.0025053024291992188,0.007157802581787109,0.0070874691009521484,0.0070896148681640625,0.0070803165435791016,0.007063388824462891,0.007021665573120117,0.007020711898803711,0.006749391555786133,0.007012844085693359,0.007003307342529297,0.006994724273681641,0.0001494884490966797
0.00020551681518554688,0.0017399787902832031,0.004410743713378906,0.0043871402740478516,0.004374980926513672,0.004383087158203125,0.004334926605224609,0.004072427749633789,0.0045108795166015625,0.00415492057800293,0.004316568374633789,0.004418134689331055,0.004412412643432617,0.0001773834228515625
0.00023317337036132812,0.001461029052734375,0.003315448760986328,0.0032851696014404297,0.003292083740234375,0.0030138492584228516,0.0032973289489746094,0.003289937973022461,0.003319978713989258,0.0032761096954345703,0.0032501220703125,0.003262758255004883,0.0032601356506347656,0.00016236305236816406
0.00020813941955566406,0.0014417171478271484,0.0032749176025390625,0.003004789352416992,0.0032608509063720703,0.0032608509063720703,0.003259420394897461,0.003251314163208008,0.003217935562133789,0.0032219886779785156,0.0032248497009277344,0.0032262802124023438,0.003225088119506836,0.00016069412231445312
0.00020933151245117188,0.003138303756713867,0.008727550506591797,0.008642435073852539,0.00858306884765625,0.008582592010498047,0.00859975814819336,0.00862264633178711,0.0086669921875,0.00867319107055664,0.00863337516784668,0.008647680282592773,0.00865936279296875,0.0001633167266845703
