batch_size,input_length,embedding_layer,block_0_ln_1,block_0_attn,block_0_ln_2,block_0_mlp,block_1_ln_1,block_1_attn,block_1_ln_2,block_1_mlp,block_2_ln_1,block_2_attn,block_2_ln_2,block_2_mlp,block_3_ln_1,block_3_attn,block_3_ln_2,block_3_mlp,block_4_ln_1,block_4_attn,block_4_ln_2,block_4_mlp,block_5_ln_1,block_5_attn,block_5_ln_2,block_5_mlp,block_6_ln_1,block_6_attn,block_6_ln_2,block_6_mlp,block_7_ln_1,block_7_attn,block_7_ln_2,block_7_mlp,block_8_ln_1,block_8_attn,block_8_ln_2,block_8_mlp,block_9_ln_1,block_9_attn,block_9_ln_2,block_9_mlp,block_10_ln_1,block_10_attn,block_10_ln_2,block_10_mlp,block_11_ln_1,block_11_attn,block_11_ln_2,block_11_mlp,FC_layer
3,643,14420992,5942272,107358208,5942272,124443648,5942272,107358208,5942272,124443648,5942272,107358208,5942272,124443648,5942272,107358208,5942272,124443648,5942272,108089344,5942272,125174784,6673408,108820480,5942272,125174784,6673408,108089344,6673408,124443648,5942272,108089344,5942272,125174784,6673408,108089344,6673408,124443648,5942272,108089344,5942272,125174784,6673408,109551616,5942272,125174784,6673408,109551616,5942272,125174784,6673408
3,563,13140992,5670912,89810432,5670912,110046208,5670912,87944704,5677056,110046208,5202944,88418816,5202944,110046208,5202944,87470592,5202944,110046208,5202944,87470592,5202944,110046208,5202944,87470592,5202944,110046208,5202944,87470592,5202944,110046208,5202944,87470592,5202944,110046208,5202944,87470592,5202944,110046208,5202944,87470592,5202944,109394944,5202944,87470592,5202944,108960768,5202944,87470592,5202944,108960768,5202944
3,223,4879360,2103296,24932864,2103296,43200512,2103296,24932864,2211840,43309056,2103296,24406016,2211840,43309056,2211840,24657920,2211840,43309056,2211840,24699904,2211840,43309056,2211840,25057280,2320384,43417600,2211840,24724480,2313216,43158528,2061312,24808448,2313216,43158528,2061312,24451072,2313216,43494400,2061312,24459776,2313216,43830272,2061312,24808448,2313216,44166144,2061312,23947264,2061312,43536384,2061312
3,913,20320768,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736
3,221,4770816,2052096,23422976,2052096,43860992,2052096,23422976,2103296,43912192,2052096,23678976,2103296,44343296,2103296,23678976,2258944,42987520,2103296,23973888,2042880,42789888,2061312,23432192,2042880,42789888,2061312,23794688,2042880,42789888,2061312,23855104,2042880,42866688,2061312,24698880,2042880,42866688,2138112,24085504,2042880,42866688,2138112,24698880,2042880,42866688,2138112,24085504,2042880,43833344,2138112
3,345,7442432,3188736,42695680,3188736,67649536,4068352,45436928,3188736,67700736,4119552,45488128,3188736,67700736,4119552,45488128,3188736,67700736,4119552,43626496,3188736,66769920,3188736,42869760,3188736,66944000,3362816,42869760,3362816,66769920,3188736,42869760,3188736,66944000,3362816,42869760,3362816,66769920,3188736,43043840,3188736,66944000,3362816,43870208,3362816,66769920,3188736,43043840,3188736,66944000,3362816
3,297,6865920,2983936,35928576,2983936,58305536,2983936,35928576,2983936,57719808,2983936,35928576,3051520,57787392,2983936,36266496,3051520,57787392,3051520,36270592,2744320,57480192,2744320,34730496,2744320,58474496,2744320,37073408,2744320,57480192,2744320,35439104,2744320,57834496,3098624,35793408,3098624,57480192,2744320,35439104,2744320,57834496,3098624,35793408,2744320,57834496,3098624,35084800,2744320,57480192,2744320
3,427,9208320,3946496,59863040,3946496,83423232,3946496,59065344,3946496,83423232,3946496,59705344,3946496,83423232,3946496,59705344,3946496,83423232,3946496,59705344,3946496,85182464,3946496,59705344,3946496,83676160,3946496,59705344,3946496,82639872,3946496,59705344,3946496,82639872,3946496,59705344,3946496,82639872,3946496,60482560,4723712,82639872,3946496,62036992,3946496,83417088,3946496,60482560,4723712,82639872,3946496
3,209,4836352,2102272,24149504,2102272,40620032,2102272,22599168,2157568,40675328,2102272,22875648,2157568,40675328,2157568,24047104,1931264,40449024,2742272,22258176,1931264,40449024,1931264,22258176,1931264,40449024,1931264,22258176,1931264,40449024,1931264,22770176,1931264,40449024,1931264,22429184,1931264,40449024,1931264,22429184,1931264,40449024,1931264,22429184,1931264,40449024,1931264,23235072,2737152,40449024,1931264
3,544,11930624,5026816,83719680,5026816,109871104,5026816,83719680,5026816,109871104,5026816,83719680,5026816,109871104,5026816,83719680,5026816,109871104,5026816,83719680,5026816,109871104,5026816,83719680,5026816,109871104,5026816,83719680,5026816,106201088,5026816,83719680,5026816,105283584,5026816,83719680,5026816,105283584,5026816,83719680,5026816,105283584,5026816,83719680,5026816,105283584,5026816,83719680,5026816,105283584,5026816
3,288,6359040,3021824,35821056,3140608,57798656,3021824,36296192,3140608,56217600,3140608,34379264,2661376,55738368,3680256,34918912,2661376,56757248,3680256,36956672,2661376,56757248,3680256,36956672,2661376,55738368,3680256,33342976,2661376,55738368,2661376,33342976,2661376,55738368,2661376,33261056,3513344,55738368,2661376,34964992,2661376,56590336,3513344,35816960,3513344,55738368,2661376,34964992,2661376,56590336,3513344
3,291,7906304,2689024,34335232,2689024,56318976,2689024,35928576,3485696,56318976,2689024,34919936,2689024,56318976,3485696,34123264,2689024,56318976,2689024,33734656,2689024,56318976,2689024,33734656,2689024,56318976,2689024,34599424,2689024,56318976,2689024,34599424,2689024,56318976,2689024,33937408,2689024,56420352,2689024,34038784,2689024,56420352,2689024,34038784,2689024,56420352,2689024,34038784,2689024,56420352,2689024
3,352,7703552,3253248,45120000,3253248,68419584,3258368,45972992,3253248,68124672,4106240,45120000,3253248,68124672,3253248,45120000,3253248,68681728,3810304,46791168,3253248,68681728,3810304,47506944,3253248,68681728,3810304,46474752,3253248,68681728,3810304,44803584,3253248,68124672,3253248,44803584,3253248,68124672,3253248,44803584,3253248,68124672,3253248,44803584,3253248,68124672,3253248,44803584,3253248,68124672,3253248
3,166,3917824,1708032,18050560,1708032,32505856,1708032,17892352,2101248,36288512,2101248,19072000,2101248,32473088,1880064,18466816,2101248,32473088,1880064,18408448,2225152,33079296,2101248,20754432,2225152,33850368,2225152,17645568,1533952,32815104,1533952,16705536,1533952,32884736,1603584,16788480,1603584,33780224,1533952,17892864,1533952,33780224,1880064,17544704,1533952,32815104,1533952,17544704,1533952,33159168,1878016
3,598,15471104,6503424,100947456,5526528,120854528,6503424,96062976,5526528,115734528,5526528,96062976,5557248,115734528,5526528,96124416,5557248,115734528,5526528,96062976,5526528,115734528,5526528,96062976,5526528,115734528,5526528,96062976,5526528,115734528,5526528,96062976,5526528,115734528,5526528,96062976,5526528,115734528,5526528,96062976,5526528,115734528,5526528,96186880,5526528,115734528,5526528,96186880,5526528,115734528,5526528
3,991,22299136,9157632,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632,215467520,9157632,192801792,9493504,215467520,9157632,192801792,9493504,215467520,9157632,192130048,9493504,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632,215467520,9157632,191794176,9157632
3,655,15239168,6052864,111266304,6052864,126781440,6052864,111266304,6052864,126766080,6052864,111266304,6052864,127276032,6562816,112286208,6562816,126766080,6052864,112286208,6052864,127276032,6562816,112796160,6562816,126766080,6052864,112286208,6052864,127276032,6562816,112796160,6052864,127276032,6562816,111776256,6052864,127276032,6562816,111266304,6052864,127276032,6562816,111266304,6052864,126766080,6052864,111266304,6052864,126766080,6052864
3,418,9867264,3862528,57180672,3862528,81131520,3862528,57180672,3862528,80898048,3862528,57180672,3862528,80898048,3862528,57180672,3862528,80898048,3862528,57180672,3862528,80898048,3862528,57180672,3862528,80898048,3862528,57180672,4888576,80898048,3862528,58206720,4888576,80898048,3862528,58206720,4888576,80898048,3862528,58206720,4888576,80898048,3862528,58206720,4888576,80898048,3862528,58206720,4888576,80898048,3862528
3,744,16765952,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,6875136,143990784,6875136,135518720,7841792,143990784,6875136,136485376,7841792,143990784,6875136,137452032,6875136,144957440,7841792,137452032,6875136,144957440,7841792
3,515,13331456,5739520,81769984,5739520,100651008,5739520,81769984,5739520,100651008,5739520,81769984,5739520,100651008,5739520,81769984,5739520,100651008,5739520,77850112,4759552,99671040,4759552,76870144,4759552,99671040,4759552,76870144,4759552,99671040,4759552,76870144,4759552,99671040,4759552,76870144,4759552,99671040,4759552,76870144,4759552,99671040,4759552,76870144,4759552,99671040,4759552,76870144,4759552,99671040,5295104
3,427,10153984,4094976,58443264,3946496,87821312,3946496,58146304,3946496,87821312,3946496,58146304,3946496,87821312,3946496,58146304,3946496,86785024,3946496,58698240,3946496,82639872,3946496,58698240,3946496,82639872,3946496,58698240,3946496,82639872,3946496,59475456,4723712,82639872,3946496,61029888,3946496,83417088,3946496,60252672,3946496,82639872,3946496,57921024,3946496,82639872,3946496,57921024,3946496,82639872,3946496
3,226,4888576,2103296,24141312,2103296,45335552,2103296,24141312,2405376,45743104,2103296,26443264,2880512,46112768,2510848,27782144,3110400,46342656,2880512,28471808,3110400,45335552,2419712,25091072,2088960,43739136,2088960,24069632,2088960,43739136,2088960,24169984,2088960,43739136,2088960,24169984,2088960,43739136,2088960,24169984,2088960,43868160,2217984,24169984,2088960,43868160,2217984,24256000,2088960,43825152,2174976
3,553,12332032,5800960,85570048,5109760,109954048,5109760,85570048,5109760,109954048,5109760,85570048,5109760,109954048,5109760,85570048,5109760,109954048,5109760,85570048,5109760,109954048,5109760,85570048,5109760,109954048,5109760,85570048,5109760,109954048,5109760,85570048,5109760,110405632,5109760,86473216,5109760,109954048,5109760,86021632,5561344,108196864,5109760,86924800,5109760,107476992,5109760,87568896,5109760,107799040,5109760
3,316,7179264,3112448,39393280,3141632,66048000,3141632,39422464,3141632,66048000,3141632,39422464,3141632,65826816,3141632,38316544,2920448,66020352,3113984,39436800,2920448,65826816,2920448,39012864,2920448,65826816,2920448,39012864,2920448,65826816,2920448,38712320,2920448,62091264,2920448,37778432,2920448,61157376,2920448,37778432,2920448,61157376,2920448,37778432,2920448,61157376,2920448,37778432,2920448,61157376,2920448
3,314,6770688,2902016,38404608,2902016,65808384,2902016,37622272,2902016,65982464,2902016,37970432,2902016,65808384,2902016,37796352,3076096,61777920,3076096,37622272,2902016,60770304,2902016,37448192,2902016,60770304,2902016,37448192,2902016,60770304,2902016,37448192,2902016,60770304,2902016,37448192,2902016,60770304,2902016,37448192,2902016,60770304,2902016,38562816,2902016,60770304,3887616,38562816,2902016,60770304,2902016
3,599,13746176,5839872,97926656,5839872,121167872,5839872,98622976,6013952,116425728,6013952,97664512,5535744,115928064,5535744,96406016,5535744,115928064,5535744,97622528,6144000,115928064,5535744,97014272,5535744,115928064,6144000,96406016,5535744,115928064,5535744,96406016,5535744,115928064,5535744,96406016,5535744,115928064,5535744,96406016,5535744,115928064,5535744,96406016,5535744,115928064,5535744,96406016,5535744,115928064,5535744
3,431,9879552,3983360,59379712,3983360,87858176,3983360,59379712,3983360,87858176,3983360,59379712,4701184,84302848,3983360,60854272,4720640,83414016,3983360,61028352,4894720,83414016,3983360,61202432,4894720,83414016,3983360,61202432,4894720,83414016,3983360,59379712,3983360,83414016,3983360,59379712,3983360,83414016,3983360,59379712,3983360,83414016,3983360,59379712,3983360,83414016,3983360,60046336,4649984,83414016,3983360
3,427,10591232,3946496,58698240,3946496,87821312,3946496,58698240,3946496,87821312,3946496,59241984,3946496,84712448,4490240,58698240,3946496,82639872,3946496,58698240,3946496,82639872,3946496,58698240,3946496,83417088,4723712,58698240,3946496,83417088,4723712,58698240,3946496,83417088,4723712,58698240,3946496,83417088,4723712,58698240,3946496,83417088,4723712,58698240,3946496,83417088,4723712,58698240,3946496,83417088,4723712
3,729,18277888,7605248,135109120,6736896,142644224,7617536,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,131623424,6736896,141087744,6736896,130807296,6736896,141087744,6736896,130807296,6736896,141087744,6736896
3,621,13658112,5879808,102410752,5879808,120855552,5879808,103109120,5879808,120327168,5879808,103109120,5879808,120327168,5879808,103109120,5879808,120327168,5879808,105521664,6482944,120930304,6482944,105380352,5738496,120185856,6482944,102402560,5738496,120185856,5738496,102402560,5738496,120185856,5738496,102402560,5738496,120185856,5738496,102402560,5738496,120185856,5738496,101704192,5738496,120185856,5738496,101704192,5738496,120185856,5738496
3,177,3953664,1710080,19862016,2102272,35689472,2102272,19862016,2102272,35689472,2102272,20144640,2243584,35830784,2243584,18795008,1636352,35893248,1825792,19337728,1636352,35223552,1636352,17998336,1636352,35223552,1636352,18556416,1636352,34925568,1971200,18285056,1636352,34458624,1636352,18077184,1636352,34357248,1636352,17974784,1636352,34255872,1636352,17593856,1636352,34255872,1636352,17593856,1636352,34636800,1636352
3,574,13458432,5737472,93168128,5737472,111595520,5737472,93592064,5878784,111736832,5878784,93874688,5878784,111736832,5878784,93874688,5878784,111736832,5878784,93874688,5878784,111736832,5878784,94113280,6117376,111975424,5878784,95067648,6117376,111975424,6117376,92628480,5304320,111162368,5304320,91002368,5304320,111089664,5304320,91002368,5304320,111089664,5304320,91002368,5304320,111089664,5304320,91002368,5304320,111089664,5304320
3,1024,24046592,10321920,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760
3,573,13543424,5737472,95275008,6305792,111980544,6305792,95843328,6305792,111755264,6154240,91800576,5295104,111755264,6154240,92508160,5295104,111755264,6154240,92508160,5295104,111755264,6154240,92508160,5295104,111755264,6154240,90789888,5295104,110896128,5295104,90789888,5295104,110896128,5295104,90789888,5295104,110896128,5295104,90789888,5295104,110896128,5295104,90789888,5295104,110896128,5295104,90789888,5295104,110896128,5295104
3,480,11940864,5009920,71241216,5009920,93471232,5009920,71408640,5065728,93527040,5065728,71464448,4435968,93487104,5025792,70754816,5025792,92897280,4435968,69535232,4435968,93487104,5025792,70714880,5025792,92897280,4435968,68945408,4435968,92897280,4435968,68945408,4435968,92897280,4435968,68945408,4435968,92897280,4435968,68945408,4435968,92897280,4435968,68945408,4435968,92897280,4435968,68945408,4435968,92897280,4435968
3,556,12502016,5138432,86510080,5138432,109981696,5138432,85818368,5138432,109981696,5138432,85818368,5138432,109981696,5138432,85818368,5138432,109981696,5138432,85818368,5138432,109981696,5138432,85818368,5138432,109981696,5138432,85818368,5138432,110436352,5138432,85818368,5138432,108933120,5138432,85818368,5138432,107606016,5138432,85818368,5138432,107606016,5138432,85818368,5138432,108389376,5921792,86601728,5138432,108389376,5138432
3,580,12787712,5359616,91541504,5359616,112787456,5896192,92614656,5359616,112787456,5896192,92614656,5359616,112787456,5896192,92614656,5359616,112787456,5896192,92078080,5359616,112250880,5359616,91811840,5629952,112250880,5359616,91811840,5629952,112250880,5359616,92385280,5359616,112250880,5359616,91541504,5359616,112250880,5359616,91541504,5359616,112250880,5359616,91541504,5359616,112250880,5359616,91873280,5359616,112250880,5359616
3,190,4368384,1897472,21076992,1897472,37117952,1897472,20974592,2102272,37117952,2102272,21900288,2102272,37558784,2102272,23887360,2638848,37654528,2638848,24363008,2638848,36771840,2638848,19949568,1756160,36771840,1756160,19949568,1756160,36771840,1756160,20024832,1831424,36771840,1756160,20100096,1831424,36771840,1756160,21800960,2681856,36771840,1756160,21800960,2681856,36771840,1756160,20875264,1756160,36771840,1756160
3,437,9397248,4038656,61388800,4038656,87913472,4038656,59910656,4038656,87913472,4038656,59910656,4038656,85910528,4038656,59910656,4038656,84575232,4038656,59910656,4038656,84575232,4038656,59910656,4038656,84575232,4038656,59910656,4038656,84575232,4038656,59910656,4038656,84575232,4038656,59910656,4038656,84575232,4038656,59910656,4038656,85409792,4873216,59910656,4038656,85409792,4038656,63248896,4038656,85409792,4873216
3,302,7387136,3656704,36317184,2791424,58447872,2791424,35491840,2791424,58447872,2791424,35491840,2791424,58447872,2791424,35665920,2791424,58447872,2791424,35665920,2791424,58447872,2965504,35665920,2791424,58447872,2791424,35665920,2791424,58447872,2791424,35491840,2791424,58447872,2791424,35491840,2791424,58447872,2791424,35491840,2791424,58447872,2791424,35491840,2791424,58447872,2791424,35491840,2791424,58447872,2791424
3,756,16816128,7034880,138927616,7034880,146362368,7034880,138927616,7034880,146362368,7034880,138927616,7034880,146362368,7034880,141102592,7759872,147087360,7759872,142937600,6985728,146313216,7856128,138681856,6985728,146313216,6985728,138681856,6985728,146313216,6985728,138681856,6985728,146313216,6985728,138681856,6985728,146313216,6985728,138681856,6985728,146313216,6985728,139427328,6985728,147058688,7731200,140918272,6985728,147058688,7731200
3,902,20396032,8335360,184476672,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8335360,174569472,8335360,184985088,8486912,174569472,8335360,185288192,8486912,174569472,8335360
3,624,14831616,6382592,105548800,6382592,121710592,6382592,105626624,6382592,120766464,6382592,102544384,5766144,120766464,5766144,102544384,5766144,120766464,5766144,102466560,5766144,120766464,5766144,102466560,5766144,120766464,5766144,102466560,5766144,121372672,6372352,102499328,5766144,121372672,5766144,104891392,5766144,121372672,6372352,104891392,5766144,121372672,6372352,103678976,5766144,120766464,5766144,102466560,5766144,120766464,5766144
3,426,9830400,4270080,60197376,4270080,82780160,4270080,61299200,4820992,83331072,4820992,59873792,4397056,82446336,3936256,59449856,3936256,82907136,4397056,59910656,4397056,82446336,3936256,59449856,3936256,82907136,4397056,59910656,4397056,82446336,3936256,59449856,3936256,82907136,4397056,59910656,4397056,82446336,3936256,59732480,3936256,83048448,4538368,59130368,3936256,83251200,3936256,60137984,4741120,82446336,3936256
3,326,7342080,3178496,40275968,3178496,66084864,3178496,40275968,3178496,66084864,3178496,40275968,3178496,66084864,3178496,40275968,3178496,66088960,3178496,41878016,3578368,66484736,3577856,41143296,3012608,65918976,3012608,40577536,3012608,65918976,3012608,40935936,3371008,63657984,3012608,40370688,3371008,63092736,3012608,40163328,3012608,63451136,3371008,40521728,3371008,63092736,3012608,40163328,3012608,63451136,3371008
3,309,7257088,2855936,37292544,2855936,60369920,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37038592,2855936,59802624,2855936,37218304,2855936,59802624,2855936,37218304,2855936,59802624,2855936,37218304,2855936,59802624,2855936
3,783,16982016,7235584,146628096,7235584,154016768,7235584,146628096,7235584,154016768,7235584,146628096,7235584,153521152,7235584,146628096,7235584,151538688,7235584,146628096,7235584,151538688,7235584,146628096,7235584,151538688,7235584,146628096,7235584,151538688,7235584,146628096,7235584,151538688,7235584,146628096,7235584,151538688,7235584,146628096,7235584,151538688,7235584,146875904,7235584,151786496,7483392,147371520,7483392,151538688,7235584
3,324,6967296,2994176,39808512,2994176,65900544,2994176,39808512,2994176,65900544,2994176,39808512,2994176,63983616,2994176,39169536,2994176,62705664,2994176,39169536,2994176,62705664,2994176,39169536,2994176,62951424,3239936,39110656,2994176,62705664,2994176,39110656,2994176,62705664,2994176,39110656,2994176,62705664,2994176,39110656,2994176,62705664,2994176,39677440,2994176,62705664,2994176,41184768,2994176,63459328,3747840
3,222,4876288,2103296,24477696,2103296,44851200,2103296,24477696,2386944,43299840,2103296,25895936,2386944,43299840,2386944,25895936,2386944,43299840,2386944,25666560,2386944,43299840,2386944,25666560,2386944,43299840,2386944,25666560,2386944,43299840,2386944,26170368,2634752,43425792,2512896,26661888,2634752,43425792,2512896,27335680,2052096,43425792,2512896,25143296,2052096,43425792,2512896,24221696,2052096,43425792,2512896
3,243,6239232,2992128,30211584,2992128,47775744,2992128,29465088,2245632,47029248,2992128,26479104,2245632,47029248,2245632,26479104,2245632,47029248,2245632,26479104,2245632,47029248,2245632,26479104,2245632,48522240,2245632,29465088,2245632,47029248,2992128,26479104,2245632,47029248,2245632,26479104,2245632,47347712,2564096,27116032,2245632,47347712,2564096,27752960,2245632,47347712,2564096,27889152,2245632,47029248,2245632
3,399,9430016,4089856,54355968,3687424,77220864,3687424,53308416,3687424,77220864,3687424,54238208,4152320,77709312,3687424,55238656,4152320,77709312,3687424,55238656,3687424,77709312,4152320,55779328,3687424,77709312,4175872,55779328,3687424,77709312,4175872,55779328,3687424,77709312,4175872,55779328,3687424,77709312,4175872,55779328,3687424,77709312,4175872,55779328,3687424,77709312,4175872,55116800,3687424,77709312,4175872
3,1024,22384640,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760
3,340,7335936,3153920,42022400,3153920,66060288,3153920,42022400,3153920,65814528,3153920,42022400,3153920,65814528,3153920,42022400,3153920,65814528,3153920,42022400,3153920,65814528,3153920,42022400,3153920,65814528,3153920,41891840,3153920,65851392,3153920,44128256,3685376,66345984,3685376,44005376,3141632,65802240,3685376,41904128,3141632,65802240,3141632,41830400,3141632,65802240,3141632,41904128,3166208,65802240,3141632
3,912,21413888,9459712,193004544,9459712,177537024,9459712,193004544,9459712,177537024,9459712,193004544,9459712,177537024,9459712,193004544,9459712,177537024,9459712,193004544,9459712,177537024,9459712,193004544,9459712,177537024,9459712,193004544,9459712,177537024,9459712,193004544,8427520,176504832,9459712,187843584,8427520,176504832,8427520,187843584,8911872,176504832,8427520,188812288,8911872,176504832,8427520,188812288,8911872,176504832,8427520
3,708,16195584,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336,124883968,6542336,137023488,6542336
3,871,19658240,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174220800,8048640,168569856,8048640,174943744,8048640,169292800,8771584,175666688,8048640,168569856,8771584
3,539,13034496,5653504,85230080,5653504,104988672,5653504,83211776,4980736,104315904,4980736,81866240,4980736,104315904,4980736,82778624,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736,81866240,4980736,104315904,4980736
3,152,3518464,1689600,16064000,1689600,29702144,1689600,17207808,1879040,29891584,1879040,17135104,1879040,29891584,1879040,18152960,2101248,30716928,2000896,19142144,2101248,30113792,2101248,19468800,2427904,30440448,2101248,20775424,2427904,30440448,2427904,18827776,1404928,29417472,1404928,15515136,1802240,29417472,1404928,15515136,1404928,29417472,1404928,16057856,1404928,29960192,1404928,17036800,1404928,29417472,1404928
3,717,15418368,6625280,127453184,6625280,142922752,6625280,127453184,6625280,142922752,6625280,127453184,6625280,140428288,6625280,127453184,6625280,138765312,6625280,127453184,6625280,138765312,6625280,127453184,6625280,138765312,6625280,127453184,6625280,139600896,7460864,129124352,6625280,139600896,7460864,129124352,6625280,138765312,7460864,128242688,6625280,138765312,7460864,127407104,7460864,138765312,6625280,128242688,6625280,138765312,7460864
3,1024,22179840,9515008,229375488,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760
3,572,14462976,6305792,95677440,6305792,112727552,6305792,91597824,5285888,110776320,5359616,90725376,5285888,111607808,6191104,93293568,5285888,111607808,6191104,93293568,5285888,111607808,6191104,92331008,5285888,110702592,5285888,89615360,5285888,110702592,5285888,89615360,5285888,110702592,5285888,89615360,5285888,110702592,5285888,89615360,6277120,110702592,5285888,89615360,5285888,110702592,5285888,89615360,5285888,110702592,5285888
3,174,4499456,1987584,20314624,2073600,34140160,2044928,20572672,2073600,34140160,2073600,20572672,2073600,34140160,2073600,20572672,2102272,34168832,2073600,20716032,2102272,34168832,2102272,20716032,1608704,33675264,2102272,17854976,1608704,33675264,1608704,18240000,1608704,33675264,1608704,18248192,1608704,33675264,1608704,18248192,1608704,33675264,1608704,18248192,2305024,33675264,1608704,19747328,2358272,33675264,1608704
3,205,4408320,1894400,22327296,2395136,39674880,2395136,22025216,1894400,40175616,1894400,22327296,1894400,39674880,1894400,21826560,1894400,39674880,1894400,21826560,1894400,39674880,1894400,21826560,1894400,39674880,1894400,21826560,1894400,39674880,1894400,21826560,1894400,39674880,1894400,22327296,2395136,39674880,1894400,23328768,1894400,40175616,1894400,22828032,1894400,39674880,1894400,23894016,2917376,41776128,1894400
3,325,7117824,3067904,40720384,3003392,62899200,4021248,39278592,3427328,62899200,3003392,39702528,3003392,63323136,3427328,40795136,3003392,63323136,3427328,42122240,3427328,62899200,3003392,40126464,3003392,63323136,3427328,42122240,3427328,62899200,3003392,40126464,3003392,63323136,3427328,42122240,3427328,62899200,3003392,40126464,3003392,63323136,3427328,40555520,3427328,62899200,3003392,40131584,3003392,63802368,3427328
3,207,4606976,2102272,23591424,2102272,40572928,2102272,23591424,2102272,40555520,2102272,24078848,1912832,40144896,1995776,23172608,1912832,40412160,1912832,23432704,1912832,40061952,1912832,23439872,1912832,40061952,1912832,22644224,1912832,40061952,1912832,22644224,1912832,40061952,1912832,22644224,1912832,40061952,1912832,22644224,1912832,40061952,1912832,22644224,1912832,40061952,1912832,23089664,2358272,40061952,1912832
3,287,6521856,2652160,33223680,2652160,55544832,2652160,33223680,2652160,55544832,2652160,33223680,2652160,55544832,2652160,33223680,2652160,55544832,2652160,33825792,2652160,55544832,2652160,33825792,2652160,55544832,2652160,33277952,2652160,55544832,2652160,33467392,2652160,55544832,2652160,34918912,2652160,56452096,3559424,36733440,3559424,55544832,2652160,34918912,2652160,56452096,3559424,36185600,2652160,55544832,3559424
