batch_size,input_length,embedding_layer,block_0_ln_1,block_0_attn,block_0_ln_2,block_0_mlp,block_1_ln_1,block_1_attn,block_1_ln_2,block_1_mlp,block_2_ln_1,block_2_attn,block_2_ln_2,block_2_mlp,block_3_ln_1,block_3_attn,block_3_ln_2,block_3_mlp,block_4_ln_1,block_4_attn,block_4_ln_2,block_4_mlp,block_5_ln_1,block_5_attn,block_5_ln_2,block_5_mlp,block_6_ln_1,block_6_attn,block_6_ln_2,block_6_mlp,block_7_ln_1,block_7_attn,block_7_ln_2,block_7_mlp,block_8_ln_1,block_8_attn,block_8_ln_2,block_8_mlp,block_9_ln_1,block_9_attn,block_9_ln_2,block_9_mlp,block_10_ln_1,block_10_attn,block_10_ln_2,block_10_mlp,block_11_ln_1,block_11_attn,block_11_ln_2,block_11_mlp,FC_layer
3,199,4805632,2102272,22748672,2102272,43154432,2102272,21730816,2413568,38846464,2102272,23045632,2413568,39088128,2413568,21813760,1839104,38513664,1839104,21301760,1839104,38513664,1839104,20414976,1839104,38513664,1839104,20620800,1839104,38645760,1844224,20747776,1839104,38513664,1839104,20615680,1839104,38513664,1839104,20615680,1839104,38513664,1839104,20615680,1839104,38513664,1839104,20615680,1839104,38513664,1839104
3,299,7701504,3399680,38093824,2763776,58379264,3421184,35700736,2763776,57867264,2763776,35700736,2763776,57867264,2763776,35200512,2763776,58769408,2955264,38617600,2763776,58769408,3665920,38617600,2763776,58769408,3665920,38617600,2763776,58769408,3665920,36398592,2763776,58110976,3007488,35740160,3007488,57867264,2763776,35676672,3187712,57867264,2763776,35497984,2763776,57867264,2763776,35497984,2763776,57867264,2763776
3,845,18317312,7872512,166157312,7872512,165138432,7872512,166876160,8231936,165073920,8231936,165834752,7808000,165073920,7808000,165834752,7808000,165073920,7808000,165834752,7808000,164766720,7808000,165834752,7808000,163537920,7808000,165834752,7808000,163537920,7808000,165834752,7808000,163537920,7808000,165834752,7808000,163537920,7808000,165834752,7808000,163537920,7808000,165834752,7808000,163537920,7808000,165834752,7808000,163537920,7808000
3,240,5160960,2217984,26820608,2217984,46448640,2217984,26563584,2217984,46448640,2217984,26563584,2217984,46476288,2245632,26711040,2217984,46476288,2245632,27304960,2217984,46923776,2693120,26628096,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26075136,2217984,46820352,2245632,27162624,2217984,46820352,2589696,27162624,2217984,46820352,2589696
3,300,6754304,2772992,37297664,3076096,58060800,2772992,35775488,3076096,58060800,2772992,35775488,3076096,58060800,2772992,35775488,3190784,58060800,2772992,36004864,3629056,58060800,2772992,36025344,3629056,58060800,2772992,35546112,2772992,58249216,2961408,35734528,2961408,58060800,2772992,35546112,2772992,58249216,2961408,35734528,2772992,58249216,2961408,36126720,2772992,58060800,3157504,35553792,2772992,58060800,3157504
3,630,13938176,6532096,107318272,5821440,121927680,6650880,104000512,5821440,121927680,5821440,104000512,5821440,121927680,5821440,104000512,5821440,122257408,6151168,104989696,5821440,122257408,6151168,104989696,5821440,122257408,6151168,104659968,5821440,121927680,5821440,104000512,5821440,121927680,5821440,104000512,5821440,121927680,5821440,104000512,5821440,121927680,5821440,104000512,5821440,121927680,5821440,104000512,5821440,121927680,5821440
3,354,8208384,4047872,49939456,4047872,69380096,4047872,48980992,4115456,69447680,4047872,45943808,3271680,68511744,3271680,45100032,3271680,68511744,3271680,45100032,3271680,68511744,3271680,45100032,3271680,68511744,3271680,45100032,3271680,68511744,3271680,45100032,3271680,68976640,3271680,46959616,3271680,68976640,3736576,46959616,3271680,68976640,3736576,46959616,3271680,68976640,3736576,46959616,3271680,68976640,3736576
3,164,3764224,1634304,17355776,2101248,35155968,1936896,18756608,2101248,35201024,1880064,18756608,2101248,32325632,2101248,19512320,2353152,32577536,2353152,19764224,2353152,33069056,2353152,20601856,1515520,32722944,2353152,16432128,1515520,33232896,1533952,16468992,1533952,32722944,1515520,16029184,1515520,33232896,1533952,16468992,1533952,32722944,1515520,16339456,1515520,33388032,1689088,16934400,1689088,32722944,1515520
3,913,20745216,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736,188182528,8436736,176698368,8436736
3,769,16536576,7106560,142445568,7106560,153887744,7106560,142445568,7106560,153887744,7106560,142445568,7106560,152876032,7106560,142445568,7106560,148829184,7106560,142445568,7106560,148829184,7106560,142445568,7106560,148829184,7106560,142445568,7612416,148829184,7106560,143457280,7612416,148829184,7106560,143457280,7612416,148829184,7106560,143457280,7612416,148829184,7106560,142951424,7106560,148829184,7106560,142445568,7106560,148829184,7106560
3,290,6738944,2931200,35702272,2931200,56376832,2931200,36144640,3042304,56561664,3042304,36626432,3116032,56561664,3116032,36626432,3116032,56561664,3116032,36626432,3116032,56825856,3116032,37947392,3380224,56825856,3380224,36199424,2679808,56250368,2804736,34098176,2804736,56125440,2679808,34098176,2679808,56250368,2804736,34168832,2679808,56275968,2830336,34194432,2679808,56275968,2830336,34194432,2679808,56275968,2830336
3,995,21576704,9194496,217795072,9194496,192568320,9194496,217795072,9194496,192568320,9194496,217795072,9194496,192568320,9194496,217795072,9194496,192568320,9194496,217795072,9194496,192568320,9194496,217795072,9194496,192650240,9194496,218864128,9729024,192650240,9194496,218864128,9729024,192691200,9194496,218864128,9729024,192650240,9194496,218864128,9729024,192691200,9194496,218864128,9194496,192650240,9194496,217795072,9194496,192691200,9194496
3,852,18335744,7872512,168073216,7872512,165138432,7872512,168073216,7872512,165138432,7872512,168073216,7872512,164990976,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512,168073216,7872512,164892672,7872512
3,677,15753216,6844416,119473664,6844416,133148672,6844416,117118464,6255616,132559872,6255616,116634112,6255616,131128320,6360064,116843008,6360064,131023872,6255616,116738560,6255616,131128320,6360064,116738560,6255616,131023872,6255616,116529664,6255616,131023872,6255616,116529664,6255616,131284992,6255616,117574144,6255616,131284992,6516736,117574144,6255616,131284992,6516736,117417472,6255616,131337216,6568960,117469696,6568960,131023872,6255616
3,304,6537216,2809856,36584448,2809856,59162624,2809856,35814400,3445760,58834944,2809856,35814400,2809856,58834944,2809856,35814400,2809856,58834944,2809856,35814400,2809856,58834944,2809856,36482048,2809856,58834944,2809856,36482048,2809856,58834944,2809856,36482048,2809856,58834944,2809856,36482048,2809856,58834944,2809856,36482048,2809856,58834944,2809856,36482048,2809856,58834944,2809856,36482048,2809856,58834944,2809856
3,534,13122560,5583872,81368576,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103348224,4934656,80719360,4934656,103698432,4934656,81419776,4934656,103698432,4934656
3,520,11305984,4850688,78075904,4850688,100683776,4850688,81139712,5616640,101449728,5616640,81094656,4805632,100638720,5616640,77850624,4805632,100638720,4805632,77850624,4805632,100728832,4895744,77727744,4805632,101244928,4895744,79366144,4805632,101244928,5411840,78759936,4805632,100638720,4805632,77547520,4805632,100638720,4805632,77547520,4805632,100638720,4805632,78464000,4805632,100638720,4805632,78464000,4805632,100638720,4805632
3,289,6294528,2710528,34368000,2710528,55971840,2710528,35673600,3308544,56569856,3308544,37164544,3308544,56569856,3308544,35506688,2670592,55931904,2670592,33974784,2670592,55931904,2670592,33974784,2670592,55931904,2670592,33974784,2670592,55931904,2670592,33974784,2670592,55931904,2670592,33974784,2670592,55931904,2670592,33974784,2670592,55931904,2670592,33974784,2670592,55931904,2670592,34021888,2670592,55931904,2670592
3,359,7927808,3317760,45472256,3317760,69479424,3317760,45472256,3390464,69713920,3552256,46248448,3317760,69552128,3390464,46482944,3390464,69713920,3552256,46248448,3317760,69552128,3390464,45544960,3390464,69479424,3317760,45544960,3317760,69552128,3390464,45544960,3390464,69479424,3317760,45706752,3317760,69713920,3552256,45706752,3552256,69479424,3317760,45706752,3317760,69912576,3552256,46200320,3317760,69479424,3317760
3,200,4808704,2102272,22033408,2102272,41795584,2102272,21816320,2235392,41665536,2102272,22988800,2336768,39195648,2336768,23070720,2336768,39195648,2336768,23070720,2336768,39195648,2336768,22988800,2336768,39324672,2336768,21706752,2160640,38707200,1848320,21401600,2160640,38707200,1848320,21089280,1848320,38707200,1848320,20776960,1848320,38707200,1848320,20776960,1848320,38707200,1848320,20776960,1848320,38707200,1848320
3,466,11943936,5221376,70960128,5221376,91103232,5221376,70960128,5221376,91103232,5221376,70609920,5221376,90187776,5221376,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920,66032640,4305920,90187776,4305920
3,410,8896512,3803136,54675968,3803136,79364096,3803136,54675968,3803136,79364096,3803136,54675968,3803136,79364096,3803136,54675968,3803136,79364096,3803136,54675968,3803136,79364096,3803136,55278080,4003840,79564800,4003840,55679488,3788800,79349760,4003840,54604288,3788800,79349760,3788800,54604288,3788800,79349760,3788800,55417344,3788800,79349760,3788800,55417344,3788800,79349760,3788800,55417344,3788800,79349760,3816448
3,859,18964992,8610816,174389760,8610816,166920192,8610816,175034880,8825856,167135232,8825856,175464960,8825856,167135232,8825856,175464960,8825856,167135232,8825856,172801536,7938048,166247424,7938048,171025920,7938048,166247424,7938048,171025920,7938048,166247424,7938048,171025920,7938048,166247424,7938048,171025920,7938048,166247424,7938048,171025920,7938048,166247424,7938048,171025920,7938048,166247424,7938048,171025920,7938048,166247424,7938048
3,246,5289984,2273280,27819520,2273280,47609856,2273280,27819520,2273280,47609856,2273280,27819520,2273280,47609856,2273280,27819520,2273280,47609856,2273280,27819520,2273280,47609856,2273280,27819520,2273280,47609856,2273280,27819520,2273280,47609856,2273280,28083712,2405376,47609856,2273280,28083712,2405376,47609856,2273280,28083712,2405376,47609856,2273280,28083712,2273280,47609856,2273280,27820544,2273280,47609856,2273280
3,171,3852800,1731584,18485248,1731584,33245184,1731584,19136512,1894400,33408000,1894400,19450880,2102272,33131520,1617920,20206592,2102272,33131520,1617920,18885632,2102272,33131520,1617920,18885632,2102272,33131520,1617920,18885632,2195456,33131520,1617920,18978816,2195456,33131520,1617920,18542592,2195456,33277440,1759232,18621440,2195456,33709056,2195456,20198400,2290688,33804288,2272256,20563968,1581056,33094656,1581056
3,547,12896256,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,109898752,5054464,83715584,5054464,107478016,5054464,83715584,5054464,105956352,5054464,83807744,5054464,105864192,5054464
3,362,8812544,3760128,46939648,3345408,70060032,3345408,45695488,3345408,70060032,3345408,45695488,3771392,70060032,3345408,46121472,3345408,70486016,3771392,46121472,4214784,70060032,3345408,46564864,3345408,70060032,4214784,45691904,3345408,71780352,3345408,45691904,3345408,71206912,3345408,45691904,3345408,70060032,3345408,46172672,3345408,70060032,3345408,46172672,3345408,70060032,3345408,46172672,3345408,70060032,3345408
3,240,5820416,2586624,27890688,2586624,46817280,2586624,28161024,2676736,46907392,2676736,28637184,2972672,47203328,2676736,29339648,2217984,46448640,3246080,26047488,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26047488,2217984,46448640,2217984,26047488,2835456,46448640,2217984,27282432,2835456,46448640,2217984,27470848,2835456,46448640,2217984
3,159,3535872,1527808,15681536,1527808,31260672,1527808,15681536,1527808,32137216,1527808,15681536,1527808,34885632,1527808,15681536,1527808,32452608,1527808,16329728,2072576,31375360,1527808,18438144,2080768,31383552,2080768,18046464,2101248,33124352,2101248,18685440,2101248,31404032,2101248,19384320,2215936,31739904,1496064,17810432,1469440,31155200,1496064,16472576,1644544,30772224,1469440,16845312,1469440,30947328,1469440
3,300,6717440,2974720,36230656,2772992,58060800,2974720,35169280,2772992,58060800,2772992,35357696,2772992,58060800,2772992,35722240,2772992,58060800,2772992,35722240,3325952,58060800,2772992,36275200,2772992,58060800,2772992,36275200,2772992,58613760,2772992,36828160,3325952,58535936,2772992,36275200,2772992,58060800,2772992,36099072,2772992,58249216,2961408,36287488,2772992,58249216,2961408,35930624,2772992,58613760,3157504
3,251,5397504,2743296,27858432,2319360,52448256,2319360,27756032,2319360,48926720,2668544,30806528,2319360,49594368,3336192,30806528,2319360,48577536,3093504,29285888,2319360,50115584,3120128,29357568,2319360,49314816,2319360,28418560,2319360,49314816,2319360,29942272,3194880,49314816,2319360,31693312,2319360,50190336,2319360,30932480,2319360,49314816,2319360,28191232,2319360,49314816,2319360,28191232,2319360,49314816,2319360
3,347,8615936,3207168,43052544,3207168,68976640,3994624,43072000,3207168,67944448,3994624,46543360,3207168,67944448,3994624,46299648,3207168,67944448,3994624,46299648,3207168,67156992,4100096,43478528,3207168,67156992,3207168,43478528,3207168,67156992,3207168,43478528,3207168,67156992,3207168,43478528,3207168,67156992,3207168,43478528,3207168,67156992,3207168,43478528,3207168,67156992,3207168,43478528,3207168,67156992,3207168
3,588,12726272,5433344,94006272,5433344,113799168,5433344,94006272,5433344,113967104,5601280,94174208,5433344,113967104,5601280,94342144,5433344,113967104,5601280,93821952,5433344,113967104,5601280,93821952,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5981184,113799168,5433344,94182400,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344
3,247,5993472,2623488,29898240,2766848,49065984,2623488,30288384,2766848,50729984,2766848,30401024,3204096,50752512,2770944,31666176,2282496,47803392,3204096,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496,27058176,2282496,47803392,2282496
3,745,17288704,6884352,135780864,6884352,144184320,6884352,135780864,7832576,144184320,6884352,137677312,6884352,145132544,7832576,138625536,7832576,144184320,6884352,137677312,6884352,144184320,7832576,135780864,6884352,144184320,6884352,135780864,6884352,144184320,6884352,135780864,6884352,144184320,6884352,135780864,6884352,144184320,6884352,135780864,6884352,144184320,6884352,135780864,6884352,144184320,6884352,135780864,6884352,144184320,6884352
3,1024,22840320,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760
3,474,12582912,5255168,71898624,5255168,92610560,5255168,68400640,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4818944,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672,67526144,4380672,91736064,4380672
3,591,12816384,5460992,94483456,5460992,114379776,5460992,94220288,5460992,114409472,5490688,94309376,5460992,114409472,5490688,94309376,5460992,114409472,5490688,94309376,5460992,114379776,5460992,94220288,6254080,114379776,5460992,94220288,5460992,114379776,5460992,94220288,5460992,114379776,5460992,94220288,5460992,114379776,5460992,94220288,5460992,114379776,5460992,94220288,5460992,114379776,5460992,94220288,5460992,114379776,5460992
3,375,9730048,4233216,53563392,4233216,77624320,4233216,53563392,4233216,77624320,4233216,50491392,3465216,76856320,3465216,49947648,3465216,72576000,3689472,49723392,3465216,72576000,3465216,49723392,3465216,72576000,3465216,49723392,3465216,72576000,3465216,49723392,3465216,72576000,3465216,49723392,3465216,72576000,3465216,49723392,3465216,72576000,3465216,49723392,3465216,72576000,3465216,49723392,3465216,73538560,4427776
3,763,16822272,7050240,141361664,7050240,147667968,7050240,141361664,7050240,147667968,7050240,141361664,7050240,147667968,7050240,141361664,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240,140670464,7050240,147667968,7050240
3,189,4279296,1854464,20385280,1854464,36685824,1854464,20756992,1978368,36933632,1978368,21624320,2102272,36943872,2102272,21624320,2102272,39280640,2102272,23705088,2594816,38917120,2594816,24087040,2708480,39776256,2594816,20809216,1746944,38833152,2510848,21375488,1746944,39578624,2510848,22139392,1746944,38833152,2510848,22139392,1746944,38814720,2510848,20173312,1746944,38069248,1746944,20173312,2072576,38814720,1746944
3,333,7160832,3971072,43535360,3971072,65983488,3077120,42641408,3077120,66877440,3971072,44429312,3971072,65983488,3077120,42641408,3077120,66877440,3971072,44429312,3971072,65061888,3077120,43228160,3971072,64447488,3077120,42334208,3077120,65341440,3971072,42334208,3971072,64447488,3077120,41552896,3537920,64447488,3077120,42013696,3537920,64447488,3077120,41552896,3537920,64447488,3077120,42013696,3537920,64447488,3077120
3,425,9144320,3927040,58358272,3927040,82252800,3927040,58358272,3927040,82252800,3927040,58358272,3927040,82252800,3927040,58358272,3927040,82252800,3927040,59190784,3927040,83085312,3927040,59190784,3927040,82252800,3927040,57525760,3927040,82252800,3927040,57525760,3927040,82252800,3927040,57525760,3927040,82252800,3927040,57525760,3927040,82252800,3927040,57525760,3927040,82252800,3927040,57525760,3927040,82252800,3927040
3,1012,21860352,9351168,223114752,9351168,198070272,9351168,223114752,9351168,198070272,9351168,223114752,9351168,197185536,9351168,223114752,9351168,195858432,9351168,223114752,9351168,195858432,9351168,223114752,9351168,195858432,9351168,223114752,9351168,195858432,9351168,223114752,9351168,195858432,9351168,223335936,9572352,195858432,9351168,223557120,9572352,195858432,9351168,223557120,9351168,196079616,9572352,223557120,9572352,195858432,9351168
3,1024,22351872,9572352,228921856,9461760,198180864,9461760,228590080,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,228590080,9461760,198180864,9461760
3,415,9165824,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880,55570944,3834880,80317440,3834880
3,588,13194240,5687296,93740032,5433344,113799168,5433344,93486080,5433344,113967104,5601280,94041088,5433344,114186240,5820416,94260224,5433344,114186240,5820416,94260224,5433344,114495488,5820416,94182400,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344,93486080,5433344,113799168,5433344
3,1024,22364160,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760,227541504,9461760,198180864,9461760
3,273,7130112,3152896,34886144,3152896,52838400,2526208,34084352,3152896,52838400,2526208,32204288,3152896,52838400,2526208,33457664,3152896,53465088,3152896,34084352,3152896,53465088,3152896,34084352,3152896,53465088,3152896,34084352,3152896,53465088,3152896,34678272,3152896,53465088,3152896,32788992,2523136,52835328,2523136,31532544,2526208,52835328,2523136,31951360,2734080,52835328,2523136,31951360,2734080,52835328,2523136
3,296,6953984,2735104,35155456,2735104,59368448,2735104,38276608,2735104,57286656,2735104,35974656,2735104,57696256,3144704,36384256,3144704,57286656,2735104,35974656,3144704,57286656,2735104,36366848,3536896,57286656,2735104,35155456,2735104,57286656,2735104,34699776,2735104,57286656,2735104,34699776,2735104,57286656,2735104,35782144,2906112,57286656,2735104,36579840,2735104,57913344,2735104,36408832,2735104,57286656,2735104
3,220,4802560,2103296,24165376,2103296,42647552,2103296,23587328,2103296,43057152,2103296,25635328,2692096,43277312,2512896,23938560,2033664,42577920,2033664,23239168,2033664,42577920,2033664,23239168,2033664,42577920,2033664,23239168,2033664,42577920,2033664,23239168,2033664,43172864,2033664,24251904,2033664,42995712,2451456,24492544,2033664,42995712,2451456,24910336,2033664,42995712,2451456,24492544,2033664,42995712,2451456
3,268,5763072,2477056,31482368,3150336,56291328,2477056,31956480,2477056,56291328,2477056,30596096,2477056,56881152,2477056,30743552,2477056,57028608,2477056,32807936,2477056,57028608,2477056,31775744,2477056,57028608,2477056,32807936,3509248,55996416,2477056,30408192,2477056,52334592,2477056,31108608,2477056,52101120,2477056,31342080,2477056,52101120,2710528,31108608,2477056,52101120,2710528,31342080,2710528,52134912,2710528
3,274,6052864,2532352,32760832,3564544,53660672,2532352,31623168,2532352,53028864,2532352,32157696,3066880,53028864,2532352,33226752,2532352,53563392,2532352,32157696,2532352,53563392,3066880,31623168,2532352,53028864,2532352,31623168,3066880,53028864,2532352,32538624,2532352,53028864,3447808,32538624,2532352,53028864,3447808,32538624,2532352,53028864,3447808,31623168,2532352,53028864,2532352,32063488,2532352,53563392,2532352
3,359,7781376,3317760,46804992,4233216,70731776,3317760,47695360,3317760,69713920,3552256,47226368,3317760,69479424,3317760,46310912,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760,45995520,3317760,69479424,3317760
3,217,4860928,2103296,24353280,2103296,42647552,2103296,24353280,2162688,42706944,2103296,25267712,2337792,42771456,2337792,25442816,2418688,42098688,2107392,25455104,2418688,42409984,2418688,24498688,2006016,42334720,2343424,23994880,2006016,42580992,2589696,25162240,2006016,42580992,2589696,24578560,2006016,42580992,2589696,25162240,2006016,42580992,2589696,24578560,2006016,42580992,2589696,25162240,2006016,42580992,2589696
3,845,20047872,7808000,165834752,7808000,165073920,7808000,165834752,7808000,165073920,7808000,165834752,7808000,165073920,7808000,165834752,7808000,165073920,7808000,165834752,7808000,164766720,7808000,165834752,7808000,163537920,7808000,165834752,7808000,164505600,8775680,167770112,7808000,164505600,8775680,167770112,8775680,163537920,7808000,166802432,7808000,164505600,8775680,166802432,8775680,163537920,7808000,167770112,8775680,163537920,7808000
3,1024,22187008,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760
3,547,13785088,5054464,84669440,5054464,109898752,5054464,84669440,5054464,109898752,5054464,84669440,5054464,109898752,5054464,84669440,5054464,109898752,5054464,84669440,5054464,109898752,5054464,84669440,5054464,109898752,5054464,84669440,5054464,109898752,5054464,84669440,5054464,107478016,5054464,84669440,5054464,105864192,5054464,84669440,5054464,105864192,5054464,84669440,5054464,105864192,5054464,84669440,5054464,105864192,5054464
3,822,18055168,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032,158579712,7596032,159086592,7596032
3,248,5332992,2291712,29078528,2727936,48293888,2291712,28668928,2727936,48293888,2291712,28668928,2727936,48115712,2291712,28665856,2291712,48433152,2727936,28665856,2291712,48433152,2727936,29102080,2291712,48433152,2727936,29102080,2291712,48433152,2727936,29102080,2291712,48433152,2727936,29102080,2291712,48433152,2727936,29102080,2291712,50488320,2727936,29102080,2291712,50488320,2727936,29102080,2291712,50488320,2727936
3,251,6214656,2319360,31012352,2319360,49488896,3230720,33256960,2319360,50226176,3120128,31117824,2319360,50775040,3230720,31012352,2319360,50775040,3230720,31012352,2319360,50775040,3230720,31012352,2319360,49863680,3230720,28278272,2955264,49863680,2319360,29550080,2319360,50499584,2319360,29550080,2319360,49863680,2319360,28914176,2955264,49863680,2319360,30185984,2319360,50499584,2319360,29550080,2319360,49863680,2319360
3,503,12111872,5019648,75631104,5019648,99379200,5019648,75631104,4647936,99007488,5019648,73772544,4647936,99007488,4647936,73772544,4647936,98012160,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936,73772544,4647936,97348608,4647936
3,516,11608064,4768768,78009344,4768768,99864576,4768768,77595648,4768768,99864576,4768768,77595648,4768768,99864576,4768768,77595648,4768768,99864576,4768768,77595648,4768768,99864576,4768768,78129152,4768768,100398080,5302272,79196160,5302272,99864576,4768768,77719040,4768768,100398080,5302272,79196160,5302272,99864576,4768768,77719040,4768768,100398080,5302272,79196160,5302272,99864576,4768768,77719040,4768768,100691968,5302272
3,746,18165760,7845888,140804608,7845888,145330176,7845888,140804608,6893568,144377856,7845888,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568,136043008,6893568,144377856,6893568
3,297,7011328,3380224,37868032,3380224,58116096,3380224,37958144,3470336,58206208,3380224,38318592,3470336,58206208,3470336,35414528,2744320,57480192,2744320,34688512,2744320,57480192,2744320,34688512,2744320,58474496,3738624,37671424,2744320,58474496,3738624,37671424,2744320,58474496,3738624,35682816,2744320,57480192,2744320,35042816,2830336,57480192,2744320,34860544,2744320,57566208,2830336,35300864,2744320,57566208,2830336
3,500,11833344,4620288,73557504,4620288,98979840,4620288,73557504,4620288,98979840,4620288,73557504,4620288,98979840,4620288,73557504,4620288,98979840,4620288,73557504,4620288,98979840,4620288,73557504,5250048,98979840,4620288,74187264,5250048,98979840,4620288,74187264,5250048,98979840,4620288,74187264,5250048,96768000,4620288,73744896,5250048,96768000,4620288,73744896,4620288,96768000,4620288,73115136,4620288,96768000,4620288
