embedding_layer,transformer_layer_0,transformer_layer_1,transformer_layer_2,transformer_layer_3,transformer_layer_4,transformer_layer_5,transformer_layer_6,transformer_layer_7,transformer_layer_8,transformer_layer_9,transformer_layer_10,transformer_layer_11,FC_layer
0.001356363296508789,0.3198082447052002,0.00241851806640625,0.002137422561645508,0.00237274169921875,0.002065420150756836,0.0025870800018310547,0.0020973682403564453,0.0023314952850341797,0.002513885498046875,0.002328634262084961,0.0020933151245117188,0.002804279327392578,0.0001881122589111328
0.00035190582275390625,0.0010602474212646484,0.0008096694946289062,0.0008096694946289062,0.0008001327514648438,0.0008189678192138672,0.0007991790771484375,0.0007987022399902344,0.0007979869842529297,0.0007908344268798828,0.0008094310760498047,0.0007903575897216797,0.001043558120727539,0.00021147727966308594
0.0003077983856201172,0.0014317035675048828,0.0011153221130371094,0.001094818115234375,0.0010924339294433594,0.001115560531616211,0.001096963882446289,0.0010809898376464844,0.0010995864868164062,0.0011019706726074219,0.0013632774353027344,0.0010983943939208984,0.0010828971862792969,0.00016236305236816406
0.00031566619873046875,0.0008566379547119141,0.0008080005645751953,0.0007970333099365234,0.0007944107055664062,0.0007944107055664062,0.0007846355438232422,0.0008251667022705078,0.0010788440704345703,0.0007944107055664062,0.0007948875427246094,0.0007975101470947266,0.0007965564727783203,0.00015401840209960938
0.0003070831298828125,0.0008132457733154297,0.0008027553558349609,0.00080108642578125,0.0008101463317871094,0.0007989406585693359,0.0010762214660644531,0.0008258819580078125,0.0008037090301513672,0.0007877349853515625,0.0007879734039306641,0.0008096694946289062,0.0008096694946289062,0.0001533031463623047
0.000316619873046875,0.0008199214935302734,0.0008037090301513672,0.0008022785186767578,0.001108407974243164,0.0007998943328857422,0.0007982254028320312,0.0007901191711425781,0.0008006095886230469,0.0008051395416259766,0.0007925033569335938,0.0007827281951904297,0.0007860660552978516,0.00015473365783691406
0.00031280517578125,0.0008215904235839844,0.0008282661437988281,0.0008409023284912109,0.0008084774017333984,0.0007991790771484375,0.0008099079132080078,0.00079345703125,0.0007932186126708984,0.0007946491241455078,0.0008184909820556641,0.0007901191711425781,0.0007975101470947266,0.0001552104949951172
0.00032639503479003906,0.0008225440979003906,0.0008471012115478516,0.0007987022399902344,0.0008137226104736328,0.0007941722869873047,0.0007963180541992188,0.0007898807525634766,0.0007927417755126953,0.0007953643798828125,0.0007877349853515625,0.0007872581481933594,0.0010759830474853516,0.00017333030700683594
0.00032138824462890625,0.0008177757263183594,0.0007927417755126953,0.0007860660552978516,0.0007786750793457031,0.0007998943328857422,0.0007834434509277344,0.0007903575897216797,0.0007884502410888672,0.0008165836334228516,0.0010807514190673828,0.0007965564727783203,0.00078582763671875,0.0001533031463623047
0.0003151893615722656,0.0008137226104736328,0.0008308887481689453,0.0007975101470947266,0.0007991790771484375,0.0007960796356201172,0.000797271728515625,0.000797271728515625,0.0010902881622314453,0.0007946491241455078,0.0007932186126708984,0.0008037090301513672,0.0007836818695068359,0.00015091896057128906
0.0003097057342529297,0.0008351802825927734,0.000804901123046875,0.0008008480072021484,0.0007984638214111328,0.0008006095886230469,0.0011637210845947266,0.0007920265197753906,0.0007953643798828125,0.0007908344268798828,0.000797271728515625,0.0007879734039306641,0.0007784366607666016,0.00015997886657714844
0.0004069805145263672,0.0009341239929199219,0.0008103847503662109,0.000812530517578125,0.0011191368103027344,0.0008058547973632812,0.0008003711700439453,0.0007929801940917969,0.0007889270782470703,0.0008141994476318359,0.0007877349853515625,0.000797271728515625,0.0007877349853515625,0.00015282630920410156
0.0003077983856201172,0.0008196830749511719,0.0008070468902587891,0.0008096694946289062,0.0008082389831542969,0.0007936954498291016,0.0008263587951660156,0.0007929801940917969,0.0007879734039306641,0.0007884502410888672,0.0007967948913574219,0.00078582763671875,0.0007965564727783203,0.00015544891357421875
0.00031638145446777344,0.0008280277252197266,0.0008003711700439453,0.0008254051208496094,0.00079345703125,0.0007917881011962891,0.0008096694946289062,0.0007836818695068359,0.00079345703125,0.0007841587066650391,0.0008063316345214844,0.0007874965667724609,0.0007915496826171875,0.00016021728515625
0.00031495094299316406,0.0008254051208496094,0.000797271728515625,0.0008025169372558594,0.0007956027984619141,0.0008077621459960938,0.00079345703125,0.0007953643798828125,0.0008101463317871094,0.0008001327514648438,0.0010528564453125,0.0007894039154052734,0.0008215904235839844,0.00015425682067871094
0.00032639503479003906,0.0008330345153808594,0.0008044242858886719,0.0007979869842529297,0.0007932186126708984,0.0007977485656738281,0.0007946491241455078,0.0007922649383544922,0.0010707378387451172,0.0008087158203125,0.0007913112640380859,0.0007903575897216797,0.0007851123809814453,0.00015306472778320312
0.0003097057342529297,0.0008270740509033203,0.0008120536804199219,0.0007998943328857422,0.0007946491241455078,0.0008046627044677734,0.0010631084442138672,0.0007994174957275391,0.0007865428924560547,0.0007989406585693359,0.000789642333984375,0.0007908344268798828,0.0007865428924560547,0.00015282630920410156
0.00031447410583496094,0.0008294582366943359,0.0008099079132080078,0.0007948875427246094,0.0007855892181396484,0.0008039474487304688,0.0007810592651367188,0.00078582763671875,0.0007872581481933594,0.0008094310760498047,0.0007929801940917969,0.0007846355438232422,0.0007867813110351562,0.00015401840209960938
0.0003101825714111328,0.0008311271667480469,0.0008120536804199219,0.0008039474487304688,0.0007987022399902344,0.0008037090301513672,0.0007944107055664062,0.0007889270782470703,0.0007913112640380859,0.0007905960083007812,0.0007984638214111328,0.0007851123809814453,0.0007913112640380859,0.0001583099365234375
0.0003154277801513672,0.0011174678802490234,0.0008041858673095703,0.0008041858673095703,0.0007944107055664062,0.0007860660552978516,0.0008001327514648438,0.000789642333984375,0.0007865428924560547,0.00079345703125,0.00080108642578125,0.0007996559143066406,0.0007882118225097656,0.00015854835510253906
0.0003094673156738281,0.0008053779602050781,0.0008258819580078125,0.0007956027984619141,0.0008029937744140625,0.0007910728454589844,0.0008172988891601562,0.0007913112640380859,0.0007865428924560547,0.0008180141448974609,0.0011296272277832031,0.0007979869842529297,0.0007867813110351562,0.00015306472778320312
0.0003139972686767578,0.0008485317230224609,0.0008037090301513672,0.0008137226104736328,0.0007908344268798828,0.000797271728515625,0.0007941722869873047,0.0007965564727783203,0.001058340072631836,0.0007927417755126953,0.0007967948913574219,0.0007998943328857422,0.0007936954498291016,0.00015282630920410156
0.00031065940856933594,0.0008172988891601562,0.0007998943328857422,0.0008115768432617188,0.0008237361907958984,0.0007994174957275391,0.0010638236999511719,0.0008153915405273438,0.0008006095886230469,0.00079345703125,0.0007905960083007812,0.0007891654968261719,0.0007927417755126953,0.0001533031463623047
0.0003116130828857422,0.0008087158203125,0.0008063316345214844,0.0008108615875244141,0.0008330345153808594,0.00079345703125,0.0007939338684082031,0.0008141994476318359,0.0007948875427246094,0.0007898807525634766,0.0007965564727783203,0.0007948875427246094,0.0007910728454589844,0.00015473365783691406
0.0003070831298828125,0.0008182525634765625,0.0008113384246826172,0.0008127689361572266,0.0007910728454589844,0.0007951259613037109,0.0007863044738769531,0.0008091926574707031,0.0007846355438232422,0.0007915496826171875,0.0007901191711425781,0.0007915496826171875,0.00079345703125,0.00015687942504882812
0.00031447410583496094,0.0010974407196044922,0.0008118152618408203,0.0008230209350585938,0.0008025169372558594,0.0007960796356201172,0.0008060932159423828,0.000797271728515625,0.0008022785186767578,0.0008904933929443359,0.0008747577667236328,0.0008308887481689453,0.0008156299591064453,0.0001590251922607422
0.00030803680419921875,0.0008409023284912109,0.0007977485656738281,0.000804901123046875,0.0007913112640380859,0.0008060932159423828,0.0007939338684082031,0.0007836818695068359,0.0007927417755126953,0.0007908344268798828,0.0010688304901123047,0.0008320808410644531,0.0008347034454345703,0.00015926361083984375
